,Region,Year,Month,Male,Female,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,AAPI,Native,Asian,Black,White,Hispanic,Total
1564,South,2016,January,4.26e-06,1.11e-06,6.62e-07,1.66e-06,1.23e-06,6.7e-07,4.41e-07,2.21e-07,3.51e-07,0.0,3.27e-08,5.72e-08,3.07e-06,2.2e-06,2.45e-07,5.42395569603035e-06
1565,South,2016,July,4.93e-06,1.39e-06,6.94e-07,1.95e-06,1.43e-06,7.6e-07,6.13e-07,2.86e-07,3.27e-07,0.0,8.17e-09,2.45e-08,3.81e-06,2.46e-06,5.31e-07,6.33066831126404e-06
1566,South,2016,June,4.88e-06,1.24e-06,6.37e-07,1.89e-06,1.38e-06,9.48e-07,5.64e-07,3.19e-07,2.12e-07,0.0,1.63e-08,8.99e-08,3.5e-06,2.47e-06,3.68e-07,6.13462240995033e-06
1567,South,2016,March,4.34e-06,1.16e-06,5.88e-07,1.77e-06,1.27e-06,7.52e-07,4.49e-07,2.12e-07,2.86e-07,0.0,3.27e-08,4.9e-08,3.23e-06,2.17e-06,4e-07,5.53831589090622e-06
1568,South,2016,May,4.74e-06,1.18e-06,5.23e-07,2e-06,1.39e-06,8.01e-07,5.55e-07,2.29e-07,3.19e-07,0.0,4.9e-08,8.17e-08,3.45e-06,2.32e-06,4.98e-07,5.93857647042466e-06
1569,South,2016,November,4.64e-06,1.17e-06,6.13e-07,1.85e-06,1.24e-06,8.09e-07,5.55e-07,3.27e-07,2.21e-07,0.0,1.63e-08,1.63e-08,3.44e-06,2.29e-06,4.49e-07,5.80787915590729e-06
1570,South,2016,October,4.52e-06,1.23e-06,5.88e-07,1.85e-06,1.3e-06,8.01e-07,4.82e-07,2.12e-07,4e-07,0.0,2.45e-08,4.08e-08,3.23e-06,2.4e-06,4.74e-07,5.80787915590729e-06
1571,South,2016,September,4.7e-06,1.16e-06,4e-07,1.99e-06,1.3e-06,8.66e-07,5.88e-07,3.59e-07,2.04e-07,0.0,8.17e-09,3.27e-08,3.41e-06,2.39e-06,5.31e-07,5.8977335615007e-06
1572,South,2017,April,4.28e-06,1.4e-06,5.26e-07,1.76e-06,1.29e-06,6.31e-07,6.55e-07,3.96e-07,2.59e-07,8.09e-09,1.62e-08,4.85e-08,3.42e-06,2.14e-06,4.29e-07,5.74380721918432e-06
1573,South,2017,August,4.65e-06,1.21e-06,5.82e-07,1.7e-06,1.33e-06,8.01e-07,5.74e-07,2.75e-07,3.24e-07,8.09e-09,3.24e-08,1.62e-08,3.53e-06,2.26e-06,4.93e-07,5.88942443823217e-06
1574,South,2017,December,4.36e-06,1.33e-06,6.47e-07,1.79e-06,1.25e-06,7.04e-07,5.5e-07,3.07e-07,2.83e-07,8.09e-09,1.62e-08,6.47e-08,3.31e-06,2.23e-06,3.96e-07,5.71144783439276e-06
1575,South,2017,February,3.96e-06,1.13e-06,4.85e-07,1.67e-06,1.06e-06,7.44e-07,4.29e-07,3.32e-07,2.18e-07,0.0,1.62e-08,5.66e-08,2.77e-06,2.23e-06,4.53e-07,5.10470917389207e-06
1576,South,2017,January,5.08e-06,1.39e-06,6.63e-07,2.01e-06,1.46e-06,9.63e-07,5.5e-07,3.07e-07,3.4e-07,0.0,3.24e-08,8.9e-08,3.49e-06,2.81e-06,6.8e-07,6.50425246256394e-06
1577,South,2017,July,5.23e-06,1.08e-06,7.12e-07,1.84e-06,1.26e-06,9.06e-07,6.63e-07,3.96e-07,3.24e-07,0.0,2.43e-08,5.66e-08,3.73e-06,2.48e-06,6.55e-07,6.36672517410603e-06
1578,South,2017,June,4.46e-06,1.29e-06,6.71e-07,1.88e-06,1.15e-06,6.96e-07,5.58e-07,3.56e-07,2.1e-07,8.09e-09,3.24e-08,5.66e-08,3.37e-06,2.22e-06,4.13e-07,5.78425644892328e-06
1579,South,2017,March,4.39e-06,1.21e-06,6.63e-07,1.74e-06,1.22e-06,7.36e-07,4.85e-07,2.83e-07,2.75e-07,8.09e-09,1.62e-08,4.04e-08,3.37e-06,2.12e-06,5.18e-07,5.62245952059468e-06
1580,South,2017,May,4.88e-06,1.12e-06,6.63e-07,2.01e-06,1.31e-06,6.96e-07,5.5e-07,3.8e-07,2.83e-07,0.0,1.62e-08,3.24e-08,3.71e-06,2.21e-06,4.45e-07,6.05122132336667e-06
1581,South,2017,November,4.48e-06,1.14e-06,6.07e-07,1.92e-06,1.25e-06,7.2e-07,4.53e-07,2.83e-07,2.18e-07,8.09e-09,4.04e-08,4.04e-08,3.15e-06,2.33e-06,5.82e-07,5.63054936761064e-06
1582,South,2017,October,5.06e-06,1.12e-06,6.88e-07,2.02e-06,1.39e-06,6.63e-07,6.63e-07,3.72e-07,1.54e-07,0.0,3.24e-08,6.47e-08,3.74e-06,2.3e-06,5.66e-07,6.20492834001906e-06
1583,South,2017,September,4.43e-06,1.44e-06,6.88e-07,1.72e-06,1.37e-06,7.77e-07,4.85e-07,2.83e-07,4.04e-07,8.09e-09,2.43e-08,7.28e-08,3.36e-06,2.34e-06,4.53e-07,5.89751428308842e-06
1584,South,2018,April,4.33e-06,1.31e-06,6.18e-07,1.7e-06,1.31e-06,8.5e-07,4.65e-07,2.89e-07,2.33e-07,0.0,2.41e-08,4.81e-08,3.31e-06,2.19e-06,5.05e-07,5.66388111481253e-06
1585,South,2018,August,4.01e-06,1.28e-06,4.17e-07,1.66e-06,1.25e-06,6.74e-07,5.62e-07,2.73e-07,2.89e-07,0.0,2.41e-08,3.21e-08,3.06e-06,2.16e-06,6.02e-07,5.31891476896952e-06
1586,South,2018,December,4.04e-06,1.31e-06,6.5e-07,1.46e-06,1.19e-06,7.54e-07,5.62e-07,3.69e-07,2.49e-07,8.02e-09,3.21e-08,6.42e-08,3.3e-06,1.93e-06,3.61e-07,5.38309456319109e-06
1587,South,2018,February,3.74e-06,1.1e-06,6.82e-07,1.44e-06,1.1e-06,6.26e-07,4.81e-07,2.17e-07,2.01e-07,0.0,4.01e-08,4.01e-08,2.74e-06,1.97e-06,3.53e-07,4.86163361535865e-06
1588,South,2018,January,4.46e-06,1.1e-06,6.26e-07,1.89e-06,1.28e-06,5.78e-07,5.29e-07,3.05e-07,1.85e-07,0.0,3.21e-08,7.22e-08,3.15e-06,2.25e-06,5.05e-07,5.57563392136355e-06
1589,South,2018,July,4.43e-06,1.38e-06,6.9e-07,1.66e-06,1.27e-06,7.54e-07,5.7e-07,4.17e-07,2.97e-07,0.0,3.21e-08,4.01e-08,3.57e-06,2.13e-06,3.85e-07,5.85642041892255e-06
1590,South,2018,June,4.31e-06,1.22e-06,6.5e-07,1.74e-06,1.28e-06,7.54e-07,4.73e-07,3.05e-07,1.93e-07,0.0,2.41e-08,1.6e-08,3.26e-06,2.17e-06,5.29e-07,5.52749908535139e-06
1591,South,2018,March,4.11e-06,1.32e-06,5.29e-07,1.64e-06,1.38e-06,7.3e-07,4.65e-07,2.49e-07,2.65e-07,0.0,4.01e-08,3.21e-08,3.12e-06,2.21e-06,5.78e-07,5.43925187986707e-06
1592,South,2018,May,4.28e-06,1.26e-06,5.7e-07,1.76e-06,1.19e-06,8.18e-07,4.57e-07,2.57e-07,2.97e-07,8.02e-09,2.41e-08,1.6e-08,3.25e-06,2.2e-06,4.65e-07,5.57563392136355e-06
1593,South,2018,November,3.7e-06,1.08e-06,4.41e-07,1.62e-06,1.06e-06,6.02e-07,4.57e-07,2.33e-07,1.93e-07,1.6e-08,4.01e-08,8.02e-08,2.71e-06,1.87e-06,4.57e-07,4.78140882988197e-06
1594,South,2018,October,3.96e-06,1.03e-06,5.05e-07,1.72e-06,1.01e-06,5.7e-07,4.73e-07,3.21e-07,2.49e-07,0.0,3.21e-08,4.81e-08,2.93e-06,1.91e-06,3.61e-07,4.99801573563191e-06
1595,South,2018,September,4.12e-06,1.27e-06,5.86e-07,1.66e-06,1.17e-06,7.14e-07,5.86e-07,2.49e-07,2.41e-07,0.0,2.41e-08,5.62e-08,3.24e-06,1.99e-06,4.33e-07,5.39111703729018e-06
1596,South,2019,April,3.72e-06,9.71e-07,4.14e-07,1.46e-06,1.05e-06,7.48e-07,4.38e-07,2.23e-07,1.67e-07,0.0,4.77e-08,2.39e-08,2.74e-06,1.85e-06,5.09e-07,4.72603174109248e-06
1597,South,2019,August,4.02e-06,1.09e-06,6.29e-07,1.53e-06,1.13e-06,6.76e-07,4.93e-07,2.86e-07,1.83e-07,7.96e-09,2.39e-08,7.96e-08,3.13e-06,1.85e-06,5.97e-07,5.12384484144339e-06
1598,South,2019,December,4.44e-06,1.11e-06,6.21e-07,1.87e-06,1.2e-06,7.56e-07,4.46e-07,3.42e-07,1.59e-07,7.96e-09,3.18e-08,6.37e-08,3.38e-06,2e-06,5.41e-07,5.56143906917787e-06
1599,South,2019,February,3.73e-06,1.19e-06,4.61e-07,1.59e-06,1.14e-06,6.21e-07,4.46e-07,3.02e-07,1.99e-07,0.0,1.59e-08,3.98e-08,2.7e-06,2.14e-06,5.73e-07,4.92493831104984e-06
1600,South,2019,January,4.21e-06,1.13e-06,5.33e-07,1.71e-06,1.09e-06,6.29e-07,5.97e-07,3.66e-07,1.99e-07,7.96e-09,2.39e-08,6.37e-08,3.21e-06,2e-06,4.38e-07,5.34662010868278e-06
1601,South,2019,July,4.57e-06,1.12e-06,6.84e-07,1.77e-06,1.32e-06,7e-07,4.14e-07,3.58e-07,2.86e-07,0.0,3.98e-08,3.18e-08,3.45e-06,2.15e-06,4.77e-07,5.70465168401865e-06
1602,South,2019,June,4.38e-06,9.95e-07,5.81e-07,1.66e-06,1.35e-06,7.24e-07,5.09e-07,1.83e-07,1.83e-07,7.96e-09,3.18e-08,3.18e-08,3.17e-06,2.09e-06,5.49e-07,5.38640140106273e-06
1603,South,2019,March,3.85e-06,1.28e-06,5.81e-07,1.63e-06,1.12e-06,7.32e-07,4.22e-07,2.63e-07,1.91e-07,0.0,7.96e-09,3.18e-08,2.8e-06,2.26e-06,6.21e-07,5.14771362260068e-06
1604,South,2019,May,4.31e-06,1.25e-06,4.93e-07,1.64e-06,1.28e-06,8.43e-07,5.89e-07,3.34e-07,1.35e-07,7.96e-09,3.98e-08,4.77e-08,3.33e-06,2.09e-06,3.98e-07,5.56939532607131e-06
1605,South,2019,November,4.19e-06,9.31e-07,6.44e-07,1.49e-06,1.27e-06,7.56e-07,4.85e-07,1.99e-07,1.99e-07,7.96e-09,1.59e-08,6.37e-08,2.94e-06,2.04e-06,5.17e-07,5.13180110181844e-06
1606,South,2019,October,3.93e-06,9.39e-07,6.13e-07,1.54e-06,1.06e-06,6.44e-07,3.98e-07,2.71e-07,2.07e-07,0.0,2.39e-08,7.16e-08,2.9e-06,1.83e-06,4.14e-07,4.88515700031229e-06
1607,South,2019,September,4.34e-06,9.55e-07,6.13e-07,1.6e-06,1.3e-06,6.6e-07,4.77e-07,2.39e-07,1.99e-07,0.0,7.96e-09,2.39e-08,3.2e-06,2.03e-06,4.06e-07,5.30683881449824e-06
1608,South,2020,April,4.51e-06,1.32e-06,7.58e-07,1.79e-06,1.12e-06,9.16e-07,5.13e-07,3.16e-07,2.05e-07,0.0,8.68e-08,7.89e-08,3.39e-06,2.24e-06,4.74e-07,5.83437372764731e-06
1609,South,2020,August,5.5e-06,1.37e-06,9.32e-07,2.04e-06,1.63e-06,8.92e-07,6.79e-07,3e-07,2.05e-07,0.0,5.53e-08,7.11e-08,4.15e-06,2.54e-06,5.92e-07,6.87650455853744e-06
1610,South,2020,December,5.27e-06,1.3e-06,7.26e-07,2.25e-06,1.52e-06,8.76e-07,4.11e-07,3.24e-07,2.53e-07,0.0,3.16e-08,3.95e-08,4.14e-06,2.3e-06,7.66e-07,6.57649730955857e-06
1611,South,2020,February,3.84e-06,1.18e-06,6.39e-07,1.5e-06,1.1e-06,6.08e-07,3.87e-07,3.24e-07,2.13e-07,0.0,3.16e-08,7.89e-09,2.76e-06,2.2e-06,5.13e-07,5.02909006882069e-06
1612,South,2020,January,4.55e-06,1.29e-06,7.03e-07,1.9e-06,1.23e-06,8.45e-07,4.5e-07,2.92e-07,2.13e-07,7.89e-09,4.74e-08,5.53e-08,3.32e-06,2.37e-06,6.95e-07,5.84226866222323e-06
1613,South,2020,July,5.84e-06,1.62e-06,8.45e-07,2.36e-06,1.77e-06,1.01e-06,7.11e-07,3.79e-07,1.74e-07,0.0,7.11e-08,3.16e-08,4.61e-06,2.73e-06,5.68e-07,7.48441370853767e-06
1614,South,2020,June,5.47e-06,1.69e-06,7.82e-07,2.28e-06,1.63e-06,8.53e-07,6.08e-07,4.03e-07,2.53e-07,0.0,7.11e-08,4.74e-08,4.3e-06,2.69e-06,6.24e-07,7.17651171773404e-06
1615,South,2020,March,4.48e-06,1.44e-06,7.03e-07,1.82e-06,1.26e-06,8.21e-07,5.61e-07,3.47e-07,2.37e-07,0.0,4.74e-08,7.89e-08,3.17e-06,2.58e-06,5.29e-07,5.92911293888869e-06
1616,South,2020,May,5.03e-06,1.41e-06,8.68e-07,2.02e-06,1.47e-06,7.82e-07,5.68e-07,2.68e-07,2.92e-07,1.58e-08,3.95e-08,3.16e-08,4.14e-06,2.21e-06,5.13e-07,6.47386322990062e-06
1617,South,2020,November,5.97e-06,1.28e-06,8.45e-07,2.33e-06,1.86e-06,9.16e-07,6.55e-07,3.47e-07,2.05e-07,0.0,2.37e-08,3.16e-08,4.59e-06,2.54e-06,7.11e-07,7.28704064844588e-06
1618,South,2020,October,6.06e-06,1.41e-06,9.08e-07,2.34e-06,1.86e-06,9.63e-07,5.68e-07,3.08e-07,3.08e-07,7.89e-09,2.37e-08,1.58e-08,4.63e-06,2.7e-06,6.63e-07,7.46862386503069e-06
1619,South,2020,September,5.15e-06,1.33e-06,7.66e-07,2.03e-06,1.5e-06,8.61e-07,5.76e-07,3.32e-07,1.89e-07,0.0,3.95e-08,2.37e-08,4.05e-06,2.33e-06,6.32e-07,6.48965308889269e-06
1620,West,1976,April,4.77e-06,1.8e-06,6.85e-07,2.03e-06,1.14e-06,9.64e-07,5.58e-07,4.31e-07,4.82e-07,0.0,2.03e-07,2.54e-08,1.6e-06,4.49e-06,0.0,6.57127184321148e-06
1621,West,1976,August,5.48e-06,2.03e-06,9.64e-07,2.49e-06,1.67e-06,5.84e-07,7.1e-07,2.54e-07,6.6e-07,0.0,1.01e-07,1.01e-07,1.85e-06,5.13e-06,0.0,7.53539303702767e-06
1622,West,1976,December,5.91e-06,1.9e-06,9.64e-07,2.66e-06,1.24e-06,1.14e-06,6.09e-07,3.04e-07,6.34e-07,0.0,1.78e-07,7.61e-08,1.8e-06,5.51e-06,0.0,7.8144805775158e-06
1623,West,1976,February,5.07e-06,1.9e-06,7.61e-07,2.61e-06,1.07e-06,7.1e-07,6.85e-07,4.31e-07,5.07e-07,0.0,5.07e-08,1.52e-07,1.67e-06,4.82e-06,0.0,6.97721772238174e-06
1624,West,1976,January,5.45e-06,1.85e-06,6.6e-07,2.54e-06,1.57e-06,8.88e-07,7.36e-07,4.06e-07,2.03e-07,0.0,1.27e-07,1.52e-07,2.08e-06,4.82e-06,0.0,7.30704862782496e-06
1625,West,1976,July,5.2e-06,1.62e-06,1.04e-06,2.44e-06,1.29e-06,5.84e-07,6.85e-07,3.3e-07,2.28e-07,0.0,7.61e-08,1.01e-07,1.7e-06,4.87e-06,0.0,6.8249880369212e-06
1626,West,1976,June,5.84e-06,1.7e-06,9.39e-07,2.59e-06,1.47e-06,8.63e-07,8.12e-07,3.04e-07,2.03e-07,0.0,2.28e-07,0.0,2.16e-06,5.02e-06,0.0,7.56076463485628e-06
1627,West,1976,March,4.64e-06,1.34e-06,6.09e-07,1.88e-06,1.29e-06,7.1e-07,4.82e-07,2.79e-07,4.31e-07,0.0,1.52e-07,5.07e-08,1.67e-06,3.91e-06,0.0,6.01309599019445e-06
1628,West,1976,May,5.18e-06,1.95e-06,6.09e-07,2.61e-06,1.14e-06,1.12e-06,7.36e-07,3.55e-07,3.81e-07,0.0,7.61e-08,5.07e-08,1.9e-06,4.9e-06,0.0,7.12944738444637e-06
1629,West,1976,November,5.28e-06,1.73e-06,7.1e-07,1.93e-06,1.4e-06,1.09e-06,5.07e-07,5.33e-07,5.33e-07,0.0,1.27e-07,0.0,1.34e-06,5.15e-06,0.0,7.00258933437215e-06
1630,West,1976,October,5.86e-06,1.95e-06,7.61e-07,2.87e-06,1.6e-06,1.09e-06,5.84e-07,2.03e-07,4.31e-07,0.0,1.78e-07,1.01e-07,1.6e-06,5.58e-06,0.0,7.8144805775158e-06
1631,West,1976,September,6.55e-06,1.67e-06,9.64e-07,2.87e-06,1.37e-06,1.19e-06,5.84e-07,4.82e-07,3.55e-07,0.0,1.27e-07,0.0,2.08e-06,5.78e-06,0.0,8.22042595201101e-06
1632,West,1977,April,5.51e-06,1.79e-06,7.94e-07,2.33e-06,1.54e-06,7.69e-07,4.71e-07,4.71e-07,5.21e-07,0.0,1.24e-07,2.48e-08,2.33e-06,4.57e-06,0.0,7.32034638538612e-06
1633,West,1977,August,5.78e-06,2.7e-06,9.68e-07,2.73e-06,1.86e-06,1.04e-06,6.2e-07,5.21e-07,2.23e-07,0.0,1.49e-07,1.74e-07,2.23e-06,5.81e-06,0.0,8.48663391145626e-06
1634,West,1977,December,6.15e-06,2.66e-06,1.46e-06,2.88e-06,1.46e-06,8.44e-07,8.69e-07,5.71e-07,5.21e-07,0.0,7.44e-08,9.93e-08,2.56e-06,5.86e-06,0.0,8.80922383802697e-06
1635,West,1977,February,4.12e-06,1.84e-06,8.93e-07,1.74e-06,1.17e-06,7.2e-07,7.2e-07,2.73e-07,1.74e-07,0.0,7.44e-08,2.48e-08,1.66e-06,4.12e-06,0.0,5.9555401064003e-06
1636,West,1977,January,5.66e-06,1.91e-06,1.02e-06,2.48e-06,1.19e-06,9.68e-07,7.44e-07,3.72e-07,4.22e-07,0.0,9.93e-08,4.96e-08,1.81e-06,5.36e-06,0.0,7.5684927815824e-06
1637,West,1977,July,5.41e-06,2.08e-06,8.93e-07,2.41e-06,1.24e-06,1.17e-06,7.44e-07,4.47e-07,3.23e-07,0.0,1.49e-07,1.49e-07,1.96e-06,5.04e-06,0.0,7.49404886921127e-06
1638,West,1977,June,5.46e-06,1.24e-06,6.95e-07,2.28e-06,1.19e-06,6.95e-07,5.71e-07,2.98e-07,5.46e-07,0.0,1.99e-07,2.48e-08,1.54e-06,4.81e-06,0.0,6.69998012583057e-06
1639,West,1977,March,4.64e-06,1.84e-06,8.44e-07,1.94e-06,1.27e-06,6.7e-07,5.46e-07,2.98e-07,6.7e-07,0.0,7.44e-08,7.44e-08,1.39e-06,4.79e-06,0.0,6.50146284151819e-06
1640,West,1977,May,5.41e-06,2.18e-06,9.43e-07,2.56e-06,1.39e-06,1.12e-06,6.2e-07,3.47e-07,3.97e-07,0.0,9.93e-08,2.48e-08,1.74e-06,5.38e-06,0.0,7.59330741765989e-06
1641,West,1977,November,5.88e-06,1.86e-06,9.93e-07,2.31e-06,1.59e-06,7.94e-07,9.43e-07,3.47e-07,4.22e-07,0.0,1.49e-07,7.44e-08,1.99e-06,5.41e-06,0.0,7.74219522208187e-06
1642,West,1977,October,5.29e-06,1.94e-06,1.07e-06,2.41e-06,1.41e-06,7.94e-07,6.45e-07,4.22e-07,2.48e-07,0.0,1.49e-07,2.48e-08,1.54e-06,5.31e-06,0.0,7.22108780984378e-06
1643,West,1977,September,5.56e-06,1.89e-06,1.24e-06,2.23e-06,1.44e-06,8.44e-07,5.71e-07,3.72e-07,3.23e-07,0.0,7.44e-08,3.23e-07,2.01e-06,4.91e-06,0.0,7.44441959107032e-06
1644,West,1978,April,5.16e-06,2.08e-06,1.23e-06,2.47e-06,1.16e-06,8.71e-07,5.33e-07,2.18e-07,5.08e-07,0.0,7.26e-08,9.68e-08,1.79e-06,5.06e-06,0.0,7.23747344947068e-06
1645,West,1978,August,6.05e-06,1.96e-06,1.14e-06,2.83e-06,1.52e-06,9.68e-07,5.81e-07,2.9e-07,3.39e-07,0.0,3.39e-07,7.26e-08,1.4e-06,6e-06,0.0,8.01204944455501e-06
1646,West,1978,December,6.8e-06,2.35e-06,1.14e-06,3.05e-06,1.77e-06,7.75e-07,7.02e-07,6.05e-07,6.54e-07,0.0,4.84e-08,4.84e-08,1.86e-06,7e-06,0.0,9.14970684999684e-06
1647,West,1978,February,5.3e-06,1.67e-06,7.99e-07,2.25e-06,1.36e-06,8.71e-07,4.6e-07,5.57e-07,4.11e-07,0.0,1.69e-07,4.84e-08,1.43e-06,5.11e-06,0.0,6.97121281239233e-06
1648,West,1978,January,5.28e-06,1.62e-06,6.29e-07,2.4e-06,1.38e-06,1.07e-06,5.33e-07,1.69e-07,3.39e-07,0.0,7.26e-08,4.84e-08,1.69e-06,4.94e-06,0.0,6.92280178001369e-06
1649,West,1978,July,6.44e-06,1.69e-06,8.96e-07,2.81e-06,1.74e-06,7.5e-07,7.02e-07,4.36e-07,4.6e-07,0.0,1.45e-07,2.42e-08,1.98e-06,5.76e-06,0.0,8.13307688972247e-06
1650,West,1978,June,5.86e-06,1.77e-06,7.5e-07,2.71e-06,1.48e-06,9.2e-07,7.5e-07,3.63e-07,3.87e-07,0.0,1.69e-07,4.84e-08,1.86e-06,5.35e-06,0.0,7.62476152189782e-06
1651,West,1978,March,5.81e-06,2.18e-06,1.21e-06,2.64e-06,1.14e-06,8.71e-07,5.81e-07,5.81e-07,4.11e-07,0.0,1.21e-07,2.42e-08,2.18e-06,5.4e-06,0.0,7.98784395385262e-06
1652,West,1978,May,6e-06,1.6e-06,1.04e-06,2.66e-06,1.38e-06,1.16e-06,4.11e-07,3.87e-07,2.18e-07,0.0,1.21e-07,1.45e-07,1.91e-06,5.18e-06,0.0,7.60055602182093e-06
1653,West,1978,November,6.78e-06,1.98e-06,1.02e-06,2.76e-06,1.62e-06,1.28e-06,7.99e-07,3.63e-07,5.08e-07,0.0,2.18e-07,1.21e-07,2.08e-06,6.1e-06,0.0,8.76241936794046e-06
1654,West,1978,October,6.22e-06,1.6e-06,1.02e-06,2.57e-06,1.55e-06,9.68e-07,6.78e-07,3.15e-07,5.08e-07,0.0,1.45e-07,0.0,1.52e-06,5.95e-06,0.0,7.81840550208643e-06
1655,West,1978,September,6.12e-06,2.35e-06,1.04e-06,3.07e-06,1.62e-06,1.04e-06,8.23e-07,3.15e-07,4.11e-07,0.0,2.66e-07,4.84e-08,1.89e-06,5.95e-06,0.0,8.47195365791065e-06
1656,West,1979,April,6.21e-06,1.75e-06,8.74e-07,2.95e-06,1.46e-06,1.02e-06,7.08e-07,3.78e-07,2.83e-07,0.0,1.42e-07,1.65e-07,2.31e-06,5.05e-06,0.0,7.95783650143336e-06
1657,West,1979,August,6.82e-06,2.22e-06,9.92e-07,3.31e-06,1.82e-06,1.09e-06,7.08e-07,2.83e-07,4.72e-07,0.0,1.42e-07,4.72e-08,2.15e-06,6.47e-06,0.0,9.04406446494681e-06
1658,West,1979,December,8.41e-06,2.31e-06,1.2e-06,3.97e-06,2.01e-06,1.49e-06,7.79e-07,2.83e-07,5.43e-07,0.0,1.89e-07,2.36e-08,2.43e-06,7.53e-06,0.0,1.07206313971452e-05
1659,West,1979,February,6.12e-06,1.3e-06,1.25e-06,2.46e-06,1.37e-06,6.61e-07,5.9e-07,3.07e-07,4.49e-07,0.0,7.08e-08,9.45e-08,1.84e-06,5.2e-06,0.0,7.41472207721713e-06
1660,West,1979,January,6.26e-06,2.01e-06,9.68e-07,2.69e-06,1.77e-06,1.09e-06,5.43e-07,4.96e-07,4.49e-07,0.0,1.18e-07,4.72e-08,2.1e-06,5.76e-06,0.0,8.26481408900832e-06
1661,West,1979,July,6.23e-06,1.98e-06,1.02e-06,2.6e-06,1.77e-06,1.09e-06,6.38e-07,4.96e-07,4.01e-07,0.0,9.45e-08,2.13e-07,1.7e-06,5.93e-06,0.0,8.24120043168585e-06
1662,West,1979,June,6.26e-06,1.82e-06,1.18e-06,2.93e-06,1.39e-06,9.68e-07,6.14e-07,4.25e-07,3.31e-07,0.0,1.18e-07,7.08e-08,1.87e-06,5.71e-06,0.0,8.07590481548183e-06
1663,West,1979,March,6.19e-06,1.89e-06,8.5e-07,2.72e-06,1.84e-06,9.45e-07,5.2e-07,3.54e-07,5.2e-07,0.0,1.89e-07,4.72e-08,1.63e-06,5.86e-06,0.0,8.07590481548183e-06
1664,West,1979,May,6.64e-06,1.91e-06,1.2e-06,2.95e-06,1.68e-06,8.97e-07,5.9e-07,4.25e-07,5.9e-07,0.0,1.42e-07,2.36e-08,2.2e-06,5.9e-06,0.0,8.54817793227445e-06
1665,West,1979,November,7.18e-06,2.01e-06,1.16e-06,3.19e-06,2.13e-06,1.06e-06,6.85e-07,4.49e-07,2.83e-07,0.0,1.42e-07,4.72e-08,2.38e-06,6.19e-06,0.0,9.18574628632214e-06
1666,West,1979,October,6.87e-06,1.96e-06,1.2e-06,3e-06,1.84e-06,1.23e-06,4.49e-07,2.83e-07,5.67e-07,0.0,2.83e-07,2.36e-08,1.87e-06,6.47e-06,0.0,8.83154169546759e-06
1667,West,1979,September,5.95e-06,1.77e-06,1.09e-06,2.43e-06,1.37e-06,1.23e-06,5.43e-07,3.54e-07,3.78e-07,0.0,1.89e-07,9.45e-08,1.35e-06,5.79e-06,0.0,7.72169983151605e-06
1668,West,1980,April,6.39e-06,2.13e-06,1.37e-06,3.01e-06,1.78e-06,7.18e-07,8.11e-07,2.08e-07,4.86e-07,0.0,1.39e-07,2.32e-07,1.78e-06,6.18e-06,5.56e-07,8.52391028636461e-06
1669,West,1980,August,9.08e-06,2.69e-06,1.18e-06,4.68e-06,2.22e-06,1.11e-06,9.96e-07,4.86e-07,6.49e-07,0.0,1.62e-07,2.78e-07,3.01e-06,8.13e-06,3.36e-06,1.17666831647624e-05
1670,West,1980,December,8.06e-06,2.11e-06,1.23e-06,3.78e-06,2.32e-06,8.11e-07,7.41e-07,3.94e-07,6.72e-07,0.0,2.08e-07,1.85e-07,2.41e-06,7.16e-06,2.52e-06,1.01916233658161e-05
1671,West,1980,February,6.93e-06,1.32e-06,9.03e-07,3.15e-06,2.06e-06,6.72e-07,5.1e-07,3.94e-07,3.47e-07,0.0,1.16e-07,2.78e-07,1.74e-06,5.98e-06,7.41e-07,8.24595783623992e-06
1672,West,1980,January,7.55e-06,2.22e-06,1.32e-06,3.36e-06,1.99e-06,9.73e-07,6.72e-07,4.17e-07,8.11e-07,0.0,1.62e-07,2.08e-07,1.97e-06,7.16e-06,6.49e-07,9.77469535686347e-06
1673,West,1980,July,8.8e-06,2.15e-06,1.64e-06,3.85e-06,2.46e-06,1.27e-06,6.25e-07,4.86e-07,4.4e-07,0.0,1.39e-07,2.78e-07,2.08e-06,8.27e-06,3.1e-06,1.09559909311642e-05
1674,West,1980,June,7.85e-06,2.57e-06,1.23e-06,3.87e-06,2.43e-06,1.25e-06,6.95e-07,2.78e-07,4.4e-07,0.0,1.39e-07,3.71e-07,2.8e-06,7e-06,3.24e-07,1.04695752753609e-05
1675,West,1980,March,6.14e-06,2.18e-06,1.04e-06,2.71e-06,1.53e-06,9.03e-07,6.49e-07,4.4e-07,7.18e-07,0.0,9.27e-08,2.55e-07,2.02e-06,5.86e-06,2.32e-07,8.33860866145831e-06
1676,West,1980,May,6.25e-06,1.92e-06,8.11e-07,3.03e-06,1.71e-06,8.8e-07,6.25e-07,1.85e-07,5.79e-07,0.0,1.62e-07,1.39e-07,2.25e-06,5.51e-06,3.94e-07,8.17646971158173e-06
1677,West,1980,November,7.71e-06,2.64e-06,1.18e-06,3.31e-06,2.64e-06,1.18e-06,6.72e-07,4.63e-07,6.02e-07,0.0,2.55e-07,2.08e-07,2.52e-06,7.16e-06,2.22e-06,1.03537619891802e-05
